,geo,tweet,user_handle,location,cleaned_tweets
811,,"RT @johnnjenga: Jesus heals Corona Virus

Tanzania's President Magufuli claimed that Jesus heals covid-19. That True healing is in churches…",kavitandolo,"Nairobi, Kenya", jesus heals corona virus tanzania s president magufuli claimed that jesus heals covid that true healing is in churches
812,,"RT @DHSCgovuk: UPDATE on coronavirus (#COVID19) testing in the UK:

As of 9am on 22 March, a total of 78,340 have been tested: 

72,657 neg…",MUDITA14,"Market Harborough, England", update on coronavirus covid testing in the uk as of am on march a total of have been tested neg
813,,RT @SusanMastersRCN: It not right for nurses to receive abuse. #Covid19 https://t.co/ae9ceKvia3,ConmcjJulie,Devon, it not right for nurses to receive abuse covid
814,,RT @hrmoroz: For the average American the best way to tell if you have covid-19 is to cough in a rich person’s face and wait for their test…,BleuDogBeads,"Las Vegas, NV", for the average american the best way to tell if you have covid is to cough in a rich person s face and wait for their test
815,,RT @AskAnshul: A man who is suspected of Covid-19 virus after returning from London said that many students took paracetamol before landing…,_akinuom,, a man who is suspected of covid virus after returning from london said that many students took paracetamol before landing
816,,RT @H0star: 3rd day of quarantine: I was FaceTiming my aunt and her 11 year old son said “what’s covid 19 is that a tiktok challenge from l…,_oscarsalamanca,ny, rd day of quarantine i was facetiming my aunt and her year old son said what s covid is that a tiktok challenge from l
817,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",rachelleromero_,NC, sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
818,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,achiyoachi,Manila City, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
819,,"#CoronaVirusSA, think COVID-19, wash
your hands, keep your distance &amp; contact
021 928 4102 (Western Cape) if sympto… https://t.co/5lWZbH5BGj",CapeTownFreeway,Cape Town //\/¯¯¯\/\,coronavirussa think covid wash your hands keep your distance contact western cape if sympto
820,,"RT @addicted2newz: The Police in London are trying to brighten the mood.

The are going up and down the Thames in a police boat playing ""Al…",foodmixer,Yorkshire Tyke from Gods own c, the police in london are trying to brighten the mood the are going up and down the thames in a police boat playing al
821,,RT @SiouxlandNews: DETAILS: Siouxland District Health Dept. confirmed it's a woman in the 41 to 60 age range who was tested early last week…,deecastillo,, details siouxland district health dept confirmed it s a woman in the to age range who was tested early last week
822,,"RT @unicefchief: A quick rinse isn't enough. This #WorldWaterDay, here is everything you need to know about how to wash your hands the righ…",UNICEFwater,"New York, NY", a quick rinse isn t enough this worldwaterday here is everything you need to know about how to wash your hands the righ
823,,"RT @AlecMader: @ChrisVanHollen Corporations: ""COVID-19 took my only money! Now I'm gonna starve!"" https://t.co/fGJqN6Z1DN",RealNorthernGrl,"Sanford, FL", corporations covid took my only money now i m gonna starve
824,,RT @BathysphereHat: FRIENDS. The stuff about nature healing and wildlife returning because of COVID-19 is fake. https://t.co/IlVdiSdlun,wizzkidwas,"England, United Kingdom", friends the stuff about nature healing and wildlife returning because of covid is fake
825,,"RT @Chris_Boardman: Those asking,this is official government guidance right now:

‘You can go for a walk or exercise outdoors if you stay m…",EdinNightRide,"Edinburgh, Scotland", boardman those asking this is official government guidance right now you can go for a walk or exercise outdoors if you stay m
826,,RT @ruvth: hayward is offering a free testing clinic open everyday 9 a.m. to 6 p.m. for people who are showing symptoms of covid-19. it’s f…,jasmineszn,510, hayward is offering a free testing clinic open everyday a m to p m for people who are showing symptoms of covid it s f
827,,"RT @DHSCgovuk: UPDATE on coronavirus (#COVID19) testing in the UK:

As of 9am on 22 March, a total of 78,340 have been tested: 

72,657 neg…",Life12832983,, update on coronavirus covid testing in the uk as of am on march a total of have been tested neg
828,,RT @AskAnshul: A man who is suspected of Covid-19 virus after returning from London said that many students took paracetamol before landing…,mayureshtelang,Maharashtra, a man who is suspected of covid virus after returning from london said that many students took paracetamol before landing
829,,"RT @pinoykidsdoc: Today we lost 2 colleagues,
A young adult cardiology fellow &amp; a medical oncologist due to COVID-19 .

We pause to pray fo…",TheRealNtokoM,, today we lost colleagues a young adult cardiology fellow a medical oncologist due to covid we pause to pray fo
830,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,HICCUP_o,......, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
831,,"RT @MarcACaputo: Florida pol (Okeechobee Co. Commish Bryant Culpepper) said blowing a hairdryer up your nose can help fight coronavirus

He…",JxR12345,"California, USA", florida pol okeechobee co commish bryant culpepper said blowing a hairdryer up your nose can help fight coronavirus he
832,,"RT @t3rr3z: After COVID-19 is over, I better NEVER hear anyone trash ""low end"" workers again. Those people at the grocery store, the Dollar…",danacaroIina,stx, after covid is over i better never hear anyone trash low end workers again those people at the grocery store the dollar
833,,RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,photoguydarren,South Florida, senator rand paul has tested positive for covid he is feeling fine and is in quarantine he is asymptomatic and was teste
834,,"RT @4Awesometweet: 2019:  “Artificial Intelligence” could threaten mankind 
2020:   Lack of intelligence threatens mankind 

😉

#ai #corona…",jbaksht,"Manhattan, NY", aificial intelligence could threaten mankind lack of intelligence threatens mankind ai corona
835,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",RachelMumma3,"Los Angeles, CA", i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
836,,"RT @TeaPainUSA: FUN FACT: Trump was originally briefed on COVID-19 three months ago.

That's right.  THREE MONTHS AGO.",lesherring3,, fun fact trump was originally briefed on covid three months ago that s right three months ago
837,,RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,HopeSeck,"Washington, DC", senator rand paul has tested positive for covid he is feeling fine and is in quarantine he is asymptomatic and was teste
838,,RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,JoTaann,, senator rand paul has tested positive for covid he is feeling fine and is in quarantine he is asymptomatic and was teste
839,,"RT @ctvottawa: BREAKING: @VeraEtches says there is lab confirmation of community transmission of COVID-19 in Ottawa.

Etches estimates ther…",PattiMatchem,, breaking says there is lab confirmation of community transmission of covid in ottawa etches estimates ther
840,,"RT @wsly_dzr: Me waking up every morning with no covid-19 symptoms
 https://t.co/MOss5RdXof",alexisssmarii,, dzr me waking up every morning with no covid symptoms
841,,RT @collinzone: @iamAbiodunAA @PoliceNG @rrslagos767 @PoliceNG_CRU @PoliceNG_lagos @Alex_Houseof308 @Kinglamarr___ @volqx @SavvyRinu @_valk…,LanreHkn,MOON, cru lagos houseof valk
842,,RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,FFRREEmarkets,, senator rand paul has tested positive for covid he is feeling fine and is in quarantine he is asymptomatic and was teste
843,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",luxycatt,, i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
844,"{'type': 'Point', 'coordinates': [49.82969257, -97.15048009]}","#Pancake and #egg #breakfast followed by #latte and #cookies

This is how we #isolate
#selfisolation… https://t.co/eIIp9zTbwe",Stangman007,"49.834245,-97.155014",pancake and egg breakfast followed by latte and cookies this is how we isolate selfisolation
845,,"RT @CarnegieMellon: A number of stories containing inaccurate or misleading information about #COVID19 have appeared on social media, makin…",MobiLibrarian,"Pittsburgh, PA", a number of stories containing inaccurate or misleading information about covid have appeared on social media makin
846,,RT @AbdiweliDuale1: ITALY rejects immigrants from Africa resulting into their deaths at seas in tens of thousands.Reports say that those re…,trasper2,"Nakuru, Kenya", italy rejects immigrants from africa resulting into their deaths at seas in tens of thousands repos say that those re
847,,"RT @thedevman1: PHARAOHS POLL‼️
#Liberals* (NATZIS ) are out in full force,screaming how South Korea tested 274,000 people (by force) for #…",TammyBerney, Michigan , pharaohs poll liberals natzis are out in full force screaming how south korea tested people by force for
848,,"@kk_liber @Waterstones Posted by https://t.co/rVfxl3f1gv. 
Coronavirus (COVID-19) Updates

To help prevent spread o… https://t.co/BUet7RMYR5",jeannie_borsch,"Florida, USA",liber posted by coronavirus covid updates to help prevent spread o
849,,RT @DanceSafe: Social distancing isn’t just an empty attempt at reducing the spread of COVID-19 - it's proven to work. Every single individ…,SulkaDeer,, social distancing isn t just an empty attempt at reducing the spread of covid it s proven to work every single individ
850,,@ImranKhanPTI Idea: Anyone over 60 and/or with other medical complications should be placed in a preventive quarant… https://t.co/yW1obsScxy,aqeelIsmail,,idea anyone over and or with other medical complications should be placed in a preventive quarant
851,,"RT @DHSCgovuk: UPDATE on coronavirus (#COVID19) testing in the UK:

As of 9am on 22 March, a total of 78,340 have been tested: 

72,657 neg…",l2ZrKiH99tTe6kf,, update on coronavirus covid testing in the uk as of am on march a total of have been tested neg
852,,"RT @chicagosmayor: COVID-19 is not the “Chinese virus."" It is a worldwide pandemic. My administration stands with the Asian community in re…",meganbrackettt,, covid is not the chinese virus it is a worldwide pandemic my administration stands with the asian community in re
853,,"RT @ctvottawa: BREAKING: @VeraEtches says there is lab confirmation of community transmission of COVID-19 in Ottawa.

Etches estimates ther…",senshockey1,Your Mom, breaking says there is lab confirmation of community transmission of covid in ottawa etches estimates ther
854,,"RT @athavale_abhi: Thank you very much Doctors, the Armed forces, paramedical staff, Nurses, local body staff for your efforts taken to hel…",SJ06601418,, abhi thank you very much doctors the armed forces paramedical staff nurses local body staff for your effos taken to hel
855,,RT @cbcnewsbc: B.C.'s provincial health officer has ordered all personal service establishments in the province to shut down until further…,LD_Davie,"1650 Davie Street, Vancouver", b c s provincial health officer has ordered all personal service establishments in the province to shut down until fuher
856,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,Brisonmills,"New York, USA", cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
857,,RT @NickCowern: What a stark difference between COVID-19 death/diagnosis rates in the UK and Germany. In Germany roughly 0.3% of diagnosed…,ProtectForce,Worldwide, what a stark difference between covid death diagnosis rates in the uk and germany in germany roughly of diagnosed
858,,"RT @nowthisnews: Katie Porter's sister, a doctor, is breaking down how staying in can save lives during the COVID-19 crisis https://t.co/9q…",alwaysbsnapping,"Dallas, Mostly", katie poer s sister a doctor is breaking down how staying in can save lives during the covid crisis
859,,"RT @OneFEU: Prayers please for FEU-NRMF pulmonologist Dr. Fernando Ayuyao who tested positive with CoViD-19. ""Doc Lolo"" also holds a clinic…",evitaayne,Honeymoon ãve. loop, prayers please for feu nrmf pulmonologist dr fernando ayuyao who tested positive with covid doc lolo also holds a clinic
860,,"RT @CAFinUS: We shall stay home from the beaches,

we shall stay home from the landing grounds,

we shall stay home from the fields and the…",OwenPinnell,London , we shall stay home from the beaches we shall stay home from the landing grounds we shall stay home from the fields and the
861,,RT @McClatchyDC: Sen. Rand Paul tests positive for COVID-19 https://t.co/jimMKLVgHy,tobyzakaria,Washington, sen rand paul tests positive for covid
862,,RT @AskAnshul: A man who is suspected of Covid-19 virus after returning from London said that many students took paracetamol before landing…,iMuditJain,Hindustan, a man who is suspected of covid virus after returning from london said that many students took paracetamol before landing
863,,"RT @lizmoblubuckeye: Missouri is behind on taking action to flatten the curve for coronavirus

Come on Governor Mike Parson

Get with the p…",JamesrossrJames,, missouri is behind on taking action to flatten the curve for coronavirus come on governor mike parson get with the p
864,,RT @danbbaer: If covid-19 had happened when @HillaryClinton was Secretary of State she’d have worked late with State Dept colleagues to hel…,juliegray22,"Lansdale, PA", if covid had happened when was secretary of state she d have worked late with state dept colleagues to hel
865,,"BREAKING NEWS: New Vaccine for Coronavirus Discovered. It's called ""Leaving Animals the Fuck Alone.""

Scientists ha… https://t.co/NDZTDTnmSE",militantsoyboy,END SPECIESISM,breaking news new vaccine for coronavirus discovered it s called leaving animals the fuck alone scientists ha
866,,"RT @PoliceNG: PRESS RELEASE
​ 
Covid-19: IGP Orders Zonal AIGs/Command CPs to Enforce Social Restriction Orders
- Warns against unnecessary…",Odidiemmanuel,Abuja, press release covid igp orders zonal aigs command cps to enforce social restriction orders warns against unnecessary
867,,RT @AdamFriedland: My cousin works at the pentagon and he told me there’s a viral pandemic going around called the COVID-19,ravenfaIco, London, my cousin works at the pentagon and he told me there s a viral pandemic going around called the covid
868,,"RT @nowthisnews: Katie Porter's sister, a doctor, is breaking down how staying in can save lives during the COVID-19 crisis https://t.co/9q…",helltaskellta6,"California, USA", katie poer s sister a doctor is breaking down how staying in can save lives during the covid crisis
869,,Horror as covid-19 claims another 651 lives today https://t.co/r6sP5DvhuT https://t.co/JDYusaQurR,nig24news,"Federal Capital Territory, Nig",horror as covid claims another lives today
870,,"RT @Marshfield_PD: Beware of scams related to COVID-19.

https://t.co/qmN6hDWNhG",bjmrn48,"Marshfield, Ma", pd beware of scams related to covid
871,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",voxkristen,, i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
872,,"RT @siwonchoi: COVID-19 has catapulted the world into great confusion and predicament. Now we are in fear of the uncertain future.

But, le…",Solove_SuJu13,Thailand, covid has catapulted the world into great confusion and predicament now we are in fear of the unceain future but le
873,,"RT @SloopJontyB: During my time in the Submarine Service, I - along with many others - endured many weeks and months cooped up in a steel t…",AteanaLenn,France, during my time in the submarine service i along with many others endured many weeks and months cooped up in a steel t
874,,"RT @NyleDiMarco: I’ve been really sick and I am now on the mend.

It is very possible I contracted coronavirus and I have access to get tes…",CarterRappold1,"New York, NY", i ve been really sick and i am now on the mend it is very possible i contracted coronavirus and i have access to get tes
875,,Tell Congress It Must Include Disability Supports in Current COVID-19 Package https://t.co/BRoohwCTDV,RobC4,"Staten Island, NY",tell congress it must include disability suppos in current covid package
876,,"In September 2018, President Trump unveiled the 1st National Biodefense Strategy the U.S. has ever adopted.

This p… https://t.co/ivScxFzbtw",I_am_Niteangel,,in september president trump unveiled the st national biodefense strategy the u s has ever adopted this p
877,,"@KellyCanuckTO @kadenkyan That’s the way the whole world should be, when COVID-19 is finished. Peace &amp; Love. No more wars!",RWALM,,that s the way the whole world should be when covid is finished peace love no more wars
878,,"RT @Akuapem_Poloo: I can people are suffering  to get money to buy Hand Sanitizer to stay away from Covid-19 and so,

Am starting my Momo g…",Lilbeatz31,, poloo i can people are suffering to get money to buy hand sanitizer to stay away from covid and so am staing my momo g
879,,RT @LavenderNRed: This #ChinaLiedPeopleDied hashtag is crap. China bought the world months to prepare for #Covid_19 &amp; we squandered it. I l…,MadamMiaow,London, this chinaliedpeopledied hashtag is crap china bought the world months to prepare for covid we squandered it i l
880,,"Watch ""THE TRUTH BEHIND CORONAVIRUS PANDEMIC, COVID-19 LOCKDOWN &amp; THE ECONOMIC CRASH | LIVE WITH DAVID ICKE"" on You… https://t.co/psAiImKORW",HeadlineHOUSE,,watch the truth behind coronavirus pandemic covid lockdown the economic crash live with david icke on you
881,,the sacrifice of these warriors at home fighting 4 each of us. Here is an article where she talks how she feels sca… https://t.co/rcy8qxLWYY,richisalsohere,,the sacrifice of these warriors at home fighting each of us here is an aicle where she talks how she feels sca
882,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",Juicy_Josh_Pop,Rock Bottom , the world will never be the same after we recover from covid every time the government said they couldn t find money for
883,,RT @NatashaBertrand: .@DavidLat is now on a ventilator and in critical condition https://t.co/4z1nidF1pm,BarbL219,NYC, is now on a ventilator and in critical condition
884,,"RT @wsly_dzr: Me waking up every morning with no covid-19 symptoms
 https://t.co/MOss5RdXof",callmeKhadi,British Virgin Islands, dzr me waking up every morning with no covid symptoms
885,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",shistayposi_,, the world will never be the same after we recover from covid every time the government said they couldn t find money for
886,,RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,aaroosi,Jeddah, senator rand paul has tested positive for covid he is feeling fine and is in quarantine he is asymptomatic and was teste
887,,"RT @latimes: Kentucky Sen. Rand Paul says he has tested positive for COVID-19, the disease caused by coronavirus. The Republican is the fir…",tx5th,"Portland, Tx, Chicago, Austin", kentucky sen rand paul says he has tested positive for covid the disease caused by coronavirus the republican is the fir
888,,RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,theChosunOne1,"Los Angeles, CA", senator rand paul has tested positive for covid he is feeling fine and is in quarantine he is asymptomatic and was teste
889,,RT @Marvjacob5: This is RITM Director Dr. Celia Carlos who was allegedly unjustly removed from her position because she refused to prioriti…,Jazel56997287,, this is ritm director dr celia carlos who was allegedly unjustly removed from her position because she refused to prioriti
890,,"RT @t3rr3z: After COVID-19 is over, I better NEVER hear anyone trash ""low end"" workers again. Those people at the grocery store, the Dollar…",bikeisbichael,Wit my manz, after covid is over i better never hear anyone trash low end workers again those people at the grocery store the dollar
891,,RT @KulikovUNIATF: Nearly 40% of Americans hospitalized for #COVID19 are between ages 20 and 54. #Vaping may be driving the rise in young p…,nrogerspa,"Minnesota, USA", nearly of americans hospitalized for covid are between ages and vaping may be driving the rise in young p
892,,RT @StateDept: U.S. Citizen Travelers: Please enroll in https://t.co/LUiIr82ilp to receive alerts &amp; ensure you can be located in an emergen…,Kenbowles71,"Bauang, Ilocos Region", u s citizen travelers please enroll in to receive ales ensure you can be located in an emergen
893,,"RT @Our_DA: ✈️| The DA has written to the SAA Business Rescue Practitioners, to urge them to immediately apply to court to liquidate SAA in…",Langwe1,Afrika, da the da has written to the saa business rescue practitioners to urge them to immediately apply to cou to liquidate saa in
894,,RT @AskAnshul: A man who is suspected of Covid-19 virus after returning from London said that many students took paracetamol before landing…,DivyanshuShubh1,"Purnia, India", a man who is suspected of covid virus after returning from london said that many students took paracetamol before landing
895,,"RT @GovInslee: Today, I named ret. Navy Vice Admiral Raquel C. Bono Washington state director for COVID-19 Health System Response Managemen…",HannaKIROFM,"Washington, USA", today i named ret navy vice admiral raquel c bono washington state director for covid health system response managemen
896,,"RT @latimes: Kentucky Sen. Rand Paul says he has tested positive for COVID-19, the disease caused by coronavirus. The Republican is the fir…",adrianamperezr,"Guayaquil, Ecuador", kentucky sen rand paul says he has tested positive for covid the disease caused by coronavirus the republican is the fir
897,,RT @DrJenGunter: That politicians and celebrities are getting tested for COVID-19 with apparent ease should be making everyone furious. Jus…,mlhbionicearsab,, that politicians and celebrities are getting tested for covid with apparent ease should be making everyone furious jus
898,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",jackiecrtz06,"Houston, TX", the world will never be the same after we recover from covid every time the government said they couldn t find money for
899,,RT @bobehayes: My 96-year-old mom tested positive for #Covid_19. She's got a cough and slight fever. Her nursing home is under quarantine;…,HakikiSaylon,Cloud #9, my year old mom tested positive for covid she s got a cough and slight fever her nursing home is under quarantine
900,,"RT @vivafalastin: israel, who as an occupier controls everything going into and out of palestine, only let 600 covid-19 tests into the occu…",jodecijoestar,DMV, israel who as an occupier controls everything going into and out of palestine only let covid tests into the occu
901,,"RT @Gothamist: In an effort to contain the spread of COVID-19 in hospitals, NewYork-Presbyterian, one of the biggest hospital systems in Ne…",gilmored85,"New York, NY", in an effo to contain the spread of covid in hospitals newyork presbyterian one of the biggest hospital systems in ne
902,,RT @AntoLinCellars: We have a delicious way 🍷 to help weather this Coronavirus (COVID-19) storm. We're offering a 19% discount on bottle sa…,lc54,westport washington, we have a delicious way to help weather this coronavirus covid storm we re offering a discount on bottle sa
903,,RT @Egbert_PengWu: @DHSCgovuk @CMO_England @PHE_uk @NHSEngland @NHSuk @CathCalderwood1 @scotgovhealth @CMOWales @PublicHealthW @publichealt…,im5foothelp,the rice fields, pengwu england uk
904,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",jackiexchavz,, sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
905,,RT @lb_southwark: Covid-19: We have set up a dedicated email for businesses concerned about the impacts of coronavirus. Please email Southw…,cathedralsdavid,"Borough & Bankside, London SE1", southwark covid we have set up a dedicated email for businesses concerned about the impacts of coronavirus please email southw
906,,"RT @HYVEE7: RECAP: COVID-19 has made its way to the Royals.

GAME OVER, EU.

#QAnon https://t.co/qYaCrFX6RZ",NJDeplorable1,United States, recap covid has made its way to the royals game over eu qanon
907,,"RT @Tristan_NYC_: Today my grandfather tested positive for Covid-19. 

This is the same grandfather who suffered a stroke in early December…",FarahMohamoud,does it really matter?, nyc today my grandfather tested positive for covid this is the same grandfather who suffered a stroke in early december
908,,"RT @atulmodani: Infection Trajectory: See Which Countries are Flattening Their COVID-19 Curve

 https://t.co/DYtQomIxqa via @VisualCap",hcbhatia,DELHI NCR, infection trajectory see which countries are flattening their covid curve via
909,,RT @NatashaBertrand: .@DavidLat is now on a ventilator and in critical condition https://t.co/4z1nidF1pm,SaveRDemocrazy,, is now on a ventilator and in critical condition
910,,"RT @Radio702: The number of confirmed Covid-19 cases now stands at 274, the Health Ministry announced on Sunday night. #Covid_19SA https://…",lara_robertson,South Africa 🇿🇦 #WWG1WGA, the number of confirmed covid cases now stands at the health ministry announced on sunday night covid sa https
911,,RT @ChrisMurphyCT: A functional President would use emergency powers to organize a massive production and distribution system for the new 4…,spiderman11957,, a functional president would use emergency powers to organize a massive production and distribution system for the new
912,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,Farha_kay,, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
913,,RT @arvindgunasekar: Pune has recorded maximum #Corona positive cases in the country with 26 cases followed by Mumbai with 20 cases as of M…,ShashwatKhanna1,, pune has recorded maximum corona positive cases in the country with cases followed by mumbai with cases as of m
914,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,LFCBossTha1,"Houston, Texas, United States", cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
915,,RT @ShaneAParrish: Let's start a thread for people/companies doing amazing things around COVID-19.,ishbish,N 19°3' 0'' / E 72°49' 0'', let s sta a thread for people companies doing amazing things around covid
916,,"RT @peteralanwaller: No, America is in the middle of the deadly Covid-19 virus crisis because @realDonaldTrump chose not to believe the IC…",multimarymc,"North Charleston, SC", no america is in the middle of the deadly covid virus crisis because chose not to believe the ic
917,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",masieks_,, the world will never be the same after we recover from covid every time the government said they couldn t find money for
918,,"RT @FaithNaff: THREAD: Let's talk about morality and the ""job"" of being a landlord.

There's been a lot of talk during this COVID-19 situat…",txpmarks,, thread let s talk about morality and the job of being a landlord there s been a lot of talk during this covid situat
919,,RT @_danalvarenga: Having access to COVID-19 tests is like a status symbol now,_alexxxandra__,"Philadelphia, PA", danalvarenga having access to covid tests is like a status symbol now
920,,RT @BNAFFANUWA: Do not stay where COVID-19 can not be handled,Wanzaaam,Nigeria, do not stay where covid can not be handled
921,,"RT @DHSCgovuk: UPDATE on coronavirus (#COVID19) testing in the UK:

As of 9am on 22 March, a total of 78,340 have been tested: 

72,657 neg…",CumbriaVoice,"Cumbria, Europe", update on coronavirus covid testing in the uk as of am on march a total of have been tested neg
922,,RT @TIME: German Chancellor Angela Merkel quarantined after doctor tests positive for COVID-19 https://t.co/VF5xMScvv5,EstefaniaCeliR,"Quito, Ecuador", german chancellor angela merkel quarantined after doctor tests positive for covid
923,,@lanerodrigs1979 The Covid 19 situation suits Trump perfectly. Delay the election and people will be afraid to come… https://t.co/IR128i8Anq,Bond2642,Canada,the covid situation suits trump perfectly delay the election and people will be afraid to come
924,,This the most I’ve ever been on Twitter &amp; PS4. 😭 dawg somebody hurry up &amp; kill this hoe covid-19.,XKmoe,SC: asapmoe | IG: xkmoe,this the most i ve ever been on twitter ps dawg somebody hurry up kill this hoe covid
925,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",bbeellaabae,, the world will never be the same after we recover from covid every time the government said they couldn t find money for
926,,RT @asghartk: Why lockdowns can halt the spread of COVID-19 https://t.co/EYsNE7VWt3 via @wef,aqeel_p,Islamabad, why lockdowns can halt the spread of covid via
927,,"RT @NewsdayJoye: ""It serves as a reminder, to all of us, that we all have a responsibility, a role to play,"" in mitigating spread of COVID-…",janellefiona,New York, it serves as a reminder to all of us that we all have a responsibility a role to play in mitigating spread of covid
928,,"RT @pinoykidsdoc: Today we lost 2 colleagues,
A young adult cardiology fellow &amp; a medical oncologist due to COVID-19 .

We pause to pray fo…",pathaksudh,Miraj , today we lost colleagues a young adult cardiology fellow a medical oncologist due to covid we pause to pray fo
929,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,engineerions,, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
930,,RT @briantylercohen: Rand Paul has tested positive for COVID-19. His latest move was delaying an effort to quickly pass coronavirus legisla…,pinksurvivor70,, rand paul has tested positive for covid his latest move was delaying an effo to quickly pass coronavirus legisla
931,,RT @Foweydoc: Team ED @RCHTWeCare with an important message. #Covid_19 #NHS https://t.co/1dgAEjtBaW,radioRedwards,"South West, England", team ed with an impoant message covid nhs
932,,RT @AdamFriedland: My cousin works at the pentagon and he told me there’s a viral pandemic going around called the COVID-19,fkinglosers,, my cousin works at the pentagon and he told me there s a viral pandemic going around called the covid
933,,RT @chopinc33: @BruceBourgoine Yep! When an asinine statement is made instinct is to hide behind hand so micro-expression isn't read. Worry…,lindafmanuel,"Front Royal, VA", yep when an asinine statement is made instinct is to hide behind hand so micro expression isn t read worry
934,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",LauraPGuilfoyle,"Chicago, IL", i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
935,,RT @AskAnshul: A man who is suspected of Covid-19 virus after returning from London said that many students took paracetamol before landing…,nikhil_lahe,"Maharashtra, India", a man who is suspected of covid virus after returning from london said that many students took paracetamol before landing
936,,"https://t.co/ez1SDfc2d9 (full version) 3/18/2020 12:11pm (During: Coronavirus COVID-19) Juice shots (Las Vegas, Nev… https://t.co/UqcKWK01Cy",jhoannatrias,"Las Vegas, NV / Sherman Oaks, CA",full version pm during coronavirus covid juice shots las vegas nev
937,,RT @SLealRx: Independent #pharmacies should be on frontlines for COVID-19 screening access https://t.co/tdPDLK1BTa #pharmacists #pharmacy #…,RxPearls,United States, independent pharmacies should be on frontlines for covid screening access pharmacists pharmacy
938,,"RT @CGTNEurope: To stop the spread of #COVID19, we are all washing our hands more, but are we doing it right? This video shows you where yo…",ShukriRehman,"Karachi, Pakistan", to stop the spread of covid we are all washing our hands more but are we doing it right this video shows you where yo
939,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",beczbunnyxo,"Los Angeles, CA", the world will never be the same after we recover from covid every time the government said they couldn t find money for
940,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",GKubu,, i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
