geo,tweet,user_handle,location,cleaned_tweets
,"RT @sgdambrauskas: Why Italy? 🇮🇹

Very interesting analysis in @JAMA_current 

Some hypothesis for such a high fatality rates

@LaCampo4 #C…",DrSueGross,, why italy very interesting analysis in current some hypothesis for such a high fatality rates c
,"RT @USNavy: Social distancing rule of 👍 = 1 fathom.

#COVID19 #socialdistancing https://t.co/KM1LISSRh7",koyedele2,, social distancing rule of fathom covid socialdistancing
,"RT @plaqadinc: Spread the message, not the disease.

#PLAQAD #MAKEYOURVOICEHEARD #COVID19 https://t.co/bJz8ZN0o2F",giwa_zuliyat,, spread the message not the disease plaqad makeyourvoiceheard covid
,"RT @victorliew: #COVID19 #Malaysia Urgent Please RT
Someone’s nephew just tested positive. He was on this flight. If u know anyone on this…",knjkthjjk,army 4기 & 6기, covid malaysia urgent please  someone s nephew just tested positive he was on this flight if u know anyone on this
,"RT @UNESCO: #Coronavirus has no color, no gender, no social class nor origin.

Let us stand united in solidarity to win the battle against…",InterNewcastle,Newcastle upon Tyne, coronavirus has no color no gender no social class nor origin let us stand united in solidarity to win the battle against
,"RT @Craig_A_Spencer: Thank you everyone for your incredible messages of support and encouragement.♥️

Many of you asked what it was like in…",KellyMDoran,"New York, NY", a spencer thank you everyone for your incredible messages of suppo and encouragement many of you asked what it was like in
,"RT @rssurjewala: 2/2
Dear PM,

Govt is criminally culpable of -:

1. Not defining “Specifications” of Personal Protection Equipment for Doc…",INCNagesh,Kolkata, dear pm govt is criminally culpable of not defining specifications of personal protection equipment for doc
,"RT @maxmelbin: What is the order @deepolice12 ?
Even shops with BBMP approval letter is being force closed by Police. 
Police also took awa…",surnell,"Bangalore, India", what is the order even shops with bbmp approval letter is being force closed by police police also took awa
,"RT @AJENews: BREAKING: Italy #COVID-19 death toll rises by 602 to 6,078; cases rise to 63,928 from 59,138.

Follow latest updates:  https:/…",NgudoFisk,👀, breaking italy covid death toll rises by to cases rise to from follow latest updates https
,"RT @DrLeanaWen: .@realdonaldtrump just said: ""if it were up to the doctors, they'd shut down the entire world."" Actually, if it were up to…",BartLuann,"Muncie, IN", just said if it were up to the doctors they d shut down the entire world actually if it were up to
,RT @forfreemedia: RT @CFWIJ: #WomenJournos on the #Covid-19 beat. This resource page includes an extensive global map of #women #journalist…,WIMISOM,"HQ Garowe Puntland, Somalia",  womenjournos on the covid beat this resource page includes an extensive global map of women journalist
,RT @PharmERToxGuy: Prescribers: Please limit chloroquine/hydroxychloroquine prescriptions to patients that need them for chronic conditions…,UcFlyFire,Planet Earth, prescribers please limit chloroquine hydroxychloroquine prescriptions to patients that need them for chronic conditions
,RT @jumakiirya: Lets take the lead in the fight against #COVID-19. Its everyones responsibility https://t.co/O5pv2hxCp3,kazibwegratius,"Kampala, Uganda", lets take the lead in the fight against covid its everyones responsibility
,"RT @brianchiong: One of my coworkers died today from #COVID19. Not much older, great guy. We were just sitting together a couple weeks ago,…",ComplaymentdO,"Paris, France", one of my coworkers died today from covid not much older great guy we were just sitting together a couple weeks ago
,"Pakistan reports 17 new cases bringing total confirmed cases there to 892 and 6 total deaths.

#CoronaVirus #Covid19 #CoronaVirusOutbreak",kr3at,,pakistan repos new cases bringing total confirmed cases there to and total deaths coronavirus covid coronavirusoutbreak
,@BravinYuri @bapfrancis Are the Landlords the cause of the #COVID19 or why should they be penalised?,petermwaurajohn,"Scottsdale, AZ",are the landlords the cause of the covid or why should they be penalised
,"RT @RishiSunak: We've launched a new website that helps businesses find out how to access the support that has been made available, who is…",lucyrhi,"Tonbridge, Kent, UK", we ve launched a new website that helps businesses find out how to access the suppo that has been made available who is
,"RT @AynRandPaulRyan: Turns out Trump's ""15 days to slow the spread"" order was about 2 days too short.

The CDC has found that #COVID19 surv…",AngieGr60130939,, turns out trump s days to slow the spread order was about days too sho the cdc has found that covid surv
,"RT @vijayanpinarayi: Explaining #COVID19 To Children 

It's important children understand the risks. But don't instill fear. 

🚸 Ensure the…",SalihIbnSM,, explaining covid to children it s impoant children understand the risks but don t instill fear ensure the
,"RT @TravelCuddly: 𝐈𝐭𝐚𝐥𝐲 🇮🇹 𝐭𝐡𝐢𝐬 𝐃𝐚𝐲

#StayAtHomeSaveLives
#COVIDIOTS
#COVID
#staysafe
#COVIDー19
#COVID19
#COVIDActNow
#coronavirusinindia
#…",stntalk,, stayathomesavelives covidiots covid staysafe covid covid covidactnow coronavirusinindia
,RT @Vijayabaskarofl: #UPDATE:Last evening the Executive Vice Chairperson of  Apollo hospitals Ms.Preetha Reddy met with me &amp; health officia…,vinvilli,"Chennai, India", update last evening the executive vice chairperson of apollo hospitals ms preetha reddy met with me health officia
,"RT @AFP: The latest on #COVID19.

World health officials warn the pandemic is ""accelerating"" as deaths worldwide pass 16,500

https://t.co/…",solaranacea2358,, the latest on covid world health officials warn the pandemic is accelerating as deaths worldwide pass
,"RT @ANCALERTS: PNP forms task force to fight ‘fake news' on lockdown, hoarding, overpricing https://t.co/LhfFg2aRWT #COVID19 #LuzonLockdown",DryxZymnd,"Lambunao, Western Visayas", pnp forms task force to fight fake news on lockdown hoarding overpricing covid luzonlockdown
,"RT @AndrewMwenda: #COVID19 Uganda today got 5 new cases of corona virus that tested positive, bringing the total to 6 in two days! Now the…",trishangloria,"kampala,Uganda", covid uganda today got new cases of corona virus that tested positive bringing the total to in two days now the
,"RT @lsarsour: A Palestinian shoemaker started the West Bank’s only mask factory overnight. I love my people. So kind, so brilliant, so resi…",OvajMedvjed,, a palestinian shoemaker staed the west bank s only mask factory overnight i love my people so kind so brilliant so resi
,RT @indiafirst91: Indian Industrialist @anandmahindra has not only offered to convert part of his manufacturing facility to make #Ventilato…,bankimbhagwat,"Belgaum, India", indian industrialist has not only offered to conve pa of his manufacturing facility to make ventilato
,"RT @VijayImmanuel6: Dear @actorvijay Anna 🙏 

This Should Not Be The End !!

Video: https://t.co/gNtA2ghAkJ

#EnowaytionPlus #EPlusSquad #C…",VR15lover,"porur,chennai", dear anna this should not be the end video enowaytionplus eplussquad c
,"RT @antonioguterres: Today I am calling for an immediate global ceasefire in all corners of the world.

It is time to put armed conflict on…",knight1228,Bonny Scotland, today i am calling for an immediate global ceasefire in all corners of the world it is time to put armed conflict on
,"RT @protectheflames: ""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updat…",NazifahHashim,"Kuala Lumpur , Malaysia", i stopped him and said look this isn t a movie you are not will smith in i am legend go home this is the updat
,RT @KanchanGupta: After #ShaheenBagh was cleared #Islamist jamaat was out in full force. Rest of #Delhi remains under strict #lockdown Some…,chalotweetkaro,India, after shaheenbagh was cleared islamist jamaat was out in full force rest of delhi remains under strict lockdown some
,"RT @CommonsJustice: Tomorrow we will take evidence from @RobertBuckland, Lord Chancellor and Secretary of State @MoJGovUK 

Given the circu…",JenniWard5,"London, England", tomorrow we will take evidence from lord chancellor and secretary of state given the circu
,RT @ANI: India like China is hugely populated&amp;future of #COVID19 to greater extent will be determined by what happens in densely populated…,bangkishan_4BJP,"Ahmadabad City, India", india like china is hugely populated future of covid to greater extent will be determined by what happens in densely populated
,"What to do if you come in close contact with a #COVID19 patient : 

🔸Stay away from others 
🔸Monitor  symptoms 
🔸Ca… https://t.co/QwTbwxiBrI",auyouthenvoy_,Africa,what to do if you come in close contact with a covid patient stay away from others monitor symptoms ca
,#Coronavirus coverage resources on The Journalist's Toolbox: https://t.co/sBXKmRdhVn #covid_19 #covid #covid19 https://t.co/C05y952qJ7,journtoolbox,"Chicago, IL",coronavirus coverage resources on the journalist s toolbox covid covid covid
,Super Soft Yellow Roll Paper Toilet Hollow Paper Table Kitchen Tissue Paper https://t.co/x0KGD4C2Iy #coronavirus… https://t.co/j5w7mKYUuQ,Used_VehiclesUK,"New York, USA",super soft yellow roll paper toilet hollow paper table kitchen tissue paper coronavirus
,RT @kaurmahi829: #Sikhs in UK have decided to give a helping hand to those elderly people who have a high risk of getting #CoronaVirus and…,Parampr09529354,, sikhs in uk have decided to give a helping hand to those elderly people who have a high risk of getting coronavirus and
,"RT @JerioVinnie: In #Turkey, people have started to leave food packets on the road for the poor and the needy who cannot earn due to #COVID…",muhdhuzaipah,Gombak, in turkey people have staed to leave food packets on the road for the poor and the needy who cannot earn due to covid
,"RT @KemiOlunloyo: #BREAKING Coronavirus: 2020 Tokyo Olympics postponed as cases worldwide reach 350,000 with 15,000 fatalities #Coronavirus…",abayfunABAYOMI,"Abuja, Nigeria", breaking coronavirus tokyo olympics postponed as cases worldwide reach with fatalities coronavirus
,RT @KVNArmstrong: High level bridge is showing #AlbertaCares at @CityofEdmonton turns the bridge blue and green to honour and thanks health…,iLoveAlberta,"Alberta, Canada", high level bridge is showing albeacares at turns the bridge blue and green to honour and thanks health
,"RT @sgdambrauskas: Why Italy? 🇮🇹

Very interesting analysis in @JAMA_current 

Some hypothesis for such a high fatality rates

@LaCampo4 #C…",TheObGProject,, why italy very interesting analysis in current some hypothesis for such a high fatality rates c
,RT @Franklin_Graham: #COVID19 has turned the world as we know it upside down. Almost nothing in our daily lives is what we would consider n…,BryanMcElroy100,, graham covid has turned the world as we know it upside down almost nothing in our daily lives is what we would consider n
,"RT @0utsid3thebox: Well, to be fair I kinda saw that one coming....Florida Spring-Breakers Test #Positive For #Coronavirus - News 9 #Spring…",dexters4me,"Colorado, USA", well to be fair i kinda saw that one coming florida spring breakers test positive for coronavirus news spring
,"RT @vijayanpinarayi: Explaining #COVID19 To Children 

It's important children understand the risks. But don't instill fear. 

🚸 Ensure the…",LalsalaK,"Kerala, India", explaining covid to children it s impoant children understand the risks but don t instill fear ensure the
,RT @panpann_sawi: Really .... #รัฐบาลเฮงซวย #COVID19 #โควิด19,kanankn_,"Thailand, United State", sawi really covid
,"RT @survivecourt: Pls RT:
As well as being a helpful resource for anyone in children’s social care, starting this Friday I’m hosting a dail…",survivecourt,"North Tyneside, England", pls  as well as being a helpful resource for anyone in children s social care staing this friday i m hosting a dail
,Not only are lives lost but livelihoods are severely effected. Let’s come together and practice compassion during t… https://t.co/rSgvzJwtip,KeatonBrooke,London,not only are lives lost but livelihoods are severely effected let s come together and practice compassion during t
,"RT @emanuelecisbani: #COVID19 Hospitalized Daily % Growth Rate
shows how effective the Lockdown is 
in Lombardy and Rest of #Italy
#coronav…",D_Casd,, covid hospitalized daily growth rate shows how effective the lockdown is in lombardy and rest of italy coronav
,"RT @MoHFW_INDIA: Good morning!

Simple measures like keeping atleast 1 mt distance from others can help us to fight #COVID19.

#IndiaFights…",60c476f0a7604a4,"New Delhi, India", india good morning simple measures like keeping atleast mt distance from others can help us to fight covid indiafights
,"RT @aminkhanseo: 🥊 Sports Highlights Covid 19 Panic Edition 🥊 Coronavirus US update
#Coronavirussports #COVID19USupdate #OtherSideoftheTrut…",aminkhanseo,, spos highlights covid panic edition coronavirus us update coronavirusspos covid usupdate othersideofthetrut
,"RT @Craig_A_Spencer: Thank you everyone for your incredible messages of support and encouragement.♥️

Many of you asked what it was like in…",jfairbairn,"Novato, CA", a spencer thank you everyone for your incredible messages of suppo and encouragement many of you asked what it was like in
,"RT @BrianVad: Did the #Coronavirus mutate and cause a #covid19 like illness that killed the focus on #ClimateAction, #ParisAgreement, #Ener…",Eco1stArt,USA, did the coronavirus mutate and cause a covid like illness that killed the focus on climateaction parisagreement ener
,RT @MalsMercer: Recommended to use #fooddelivery services impossible to get delivery slots. Impossible to create new accounts. How will gov…,SarkyJackie,, recommended to use fooddelivery services impossible to get delivery slots impossible to create new accounts how will gov
,RT @TrevorRobb_: COVID-19 Live Updates: Trudeau to Canadians: 'Enough is enough. Go home and stay home' #covid19 #cdnpoli https://t.co/9pzs…,PenguinCA,, covid live updates trudeau to canadians enough is enough go home and stay home covid cdnpoli
,"RT @Oldnotee: I think we actually have a CHANCE to this corona virus in NIGERIA,please let's read this retweet and tag whomsoever we can th…",MubarakOgunlaja,"New York, USA", i think we actually have a chance to this corona virus in nigeria please let s read this retweet and tag whomsoever we can th
,"RT @PharmERToxGuy: I know we’re scared about #COVID19. 

Chloroquine/hydroxychloroquine are being studied. Please wait for the peer-reviewe…",UcFlyFire,Planet Earth, i know we re scared about covid chloroquine hydroxychloroquine are being studied please wait for the peer reviewe
,"RT @TheBeaverton: Nation’s tenants vow to cough on rent cheques

https://t.co/eb4TBc6CUl #cdnpoli #RentFreezeNow #COVID19 https://t.co/Gf0a…",KissThePaw,My Human's Lap , nation s tenants vow to cough on rent cheques cdnpoli rentfreezenow covid
,RT @juergenzimmerer: This is almost as surreal as the travel warnings issued by ISIS advising terrorists not to travel to #Corona-stricken…,garkeinding,, this is almost as surreal as the travel warnings issued by isis advising terrorists not to travel to corona stricken
,RT @RichardBarrow: The prime minister is expected to declare a state of emergency when he addresses the nation at 2:00pm today. This will b…,PartiSampaiPagi,Malaysia, the prime minister is expected to declare a state of emergency when he addresses the nation at pm today this will b
,RT @Vijayabaskarofl: #UPDATE:Last evening the Executive Vice Chairperson of  Apollo hospitals Ms.Preetha Reddy met with me &amp; health officia…,sram2299,"Chennai, India", update last evening the executive vice chairperson of apollo hospitals ms preetha reddy met with me health officia
,Our new #COVID19 study will start soon! #StayAtHomeChallenge #CoronaVirusChallenge https://t.co/fOAuivkIXl,ScanUnit,"Vienna, Austria",our new covid study will sta soon stayathomechallenge coronaviruschallenge
,"RT @Gidi_Traffic: ""@oladijigbemi: major cities in the world are shutting down, and here we are in Nigeria still dragging our feet on this i…",truehomeboy1,, traffic major cities in the world are shutting down and here we are in nigeria still dragging our feet on this i
,"RT @otvnews: Kalahandi Police books 3 persons on charges of creating panic regarding outbreak of #coronavirus, selling handmade masks at hi…",DibyajyotiTW,, kalahandi police books persons on charges of creating panic regarding outbreak of coronavirus selling handmade masks at hi
"{'type': 'Point', 'coordinates': [0.27845748, 32.58639077]}","Can Someone Help Donate To Ben and 12 Other Kids #sanitizer and Face Masks #SayuniOphange #smilingFoundation
#cnn… https://t.co/QXFzuXSkCI",OmusawoTintah,"Kampala, Uganda",can someone help donate to ben and other kids sanitizer and face masks sayuniophange smilingfoundation cnn
,RT @Ninajoanie: How many asymptomatic carriers could we possibly have in #Nigeria? 🙆🏽‍♀️🙆🏽‍♀️🙆🏽‍♀️#Covid19 #COVIDー19 #CoronaVirusNigeria #C…,CallmeNonye,where u want me to be , how many asymptomatic carriers could we possibly have in nigeria covid covid coronavirusnigeria c
,RT @NCDCgov: The 1st  #COVID19 death in Nigeria has been recorded. The case was a 67 year old male who returned home following medical trea…,Wahabiey,"Bauchi, Nigeria", the st covid death in nigeria has been recorded the case was a year old male who returned home following medical trea
,"RT @vijayanpinarayi: Explaining #COVID19 To Children 

It's important children understand the risks. But don't instill fear. 

🚸 Ensure the…",incognito__77,India, explaining covid to children it s impoant children understand the risks but don t instill fear ensure the
,"RT @VijayImmanuel6: Dear @actorvijay Anna 🙏 

This Should Not Be The End !!

Video: https://t.co/gNtA2ghAkJ

#EnowaytionPlus #EPlusSquad #C…",Akilldurai3,, dear anna this should not be the end video enowaytionplus eplussquad c
,"RT @vijayanpinarayi: Explaining #COVID19 To Children 

It's important children understand the risks. But don't instill fear. 

🚸 Ensure the…",Abhilas24181679,kerala, explaining covid to children it s impoant children understand the risks but don t instill fear ensure the
,"RT @antonioguterres: Today I am calling for an immediate global ceasefire in all corners of the world.

It is time to put armed conflict on…",Tife4Naija,, today i am calling for an immediate global ceasefire in all corners of the world it is time to put armed conflict on
,"#COVID19 #SocialDistancing idea:

Can we create a helmet/hat/cap that projects a 3m diameter circle on the ground a… https://t.co/4czcFGy8GD",DasMia3,,covid socialdistancing idea can we create a helmet hat cap that projects a m diameter circle on the ground a
,"Good morning first day working from home..
#LockdownNow #coronavirusuk #COVID19 https://t.co/83z0fHoW9D",TomBoyd28,"Doncaster, England",good morning first day working from home lockdownnow coronavirusuk covid
,"RT @NCDCgov: Four new cases of #COVID19 have been confirmed in Nigeria. 3 are in Lagos State and 1 in FCT

Two of these cases are returning…",drobafemihamzat,, four new cases of covid have been confirmed in nigeria are in lagos state and in fct two of these cases are returning
,RT @ChristinePolon1: Dr. Finds Cure for CoronaVirus with Trump-approved Hydroxychloroquine and Zinc! It's a miracle! Message for @realDonal…,JackySinAZ,Arizona, dr finds cure for coronavirus with trump approved hydroxychloroquine and zinc it s a miracle message for
,RT @kishanpatelfit: Doctors and nurses are getting a lot of mention for treating #COVID19 patients. Can we please take a moment to also rec…,RL_MHnurse,"East Midlands, England", doctors and nurses are getting a lot of mention for treating covid patients can we please take a moment to also rec
,RT @DeputyKorangi: Fighting #COVID19 isn't easy though but #fooditems hoarders are making it worse for #administration. AC #ModelColony @ka…,abdulqayyummem2,, fighting covid isn t easy though but fooditems hoarders are making it worse for administration ac modelcolony
,"RT @iamSushanthA: A useful message of when to get tested and who to call for further details... 104

This is govt recommended!  @iihfw

#Co…",VenkataSrinath1,"Hyderabad, India", a useful message of when to get tested and who to call for fuher details this is govt recommended co
,"RT @DunyaNews: In Sindh, the number of cases has increased to 399 while in Punjab 249 people have been affected by Coronavirus, 80 affected…",malikabdulj1,"Islamabad, Pakistan", in sindh the number of cases has increased to while in punjab people have been affected by coronavirus affected
,RT @protectheflames: You asked for more Italian Mayors losing their shit at people breaking quarantine. I'm delivering. Here's two more may…,chao_mbogho,The world is my oyster, you asked for more italian mayors losing their shit at people breaking quarantine i m delivering here s two more may
,"RT @Craig_A_Spencer: Thank you everyone for your incredible messages of support and encouragement.♥️

Many of you asked what it was like in…",ToniBee1045,, a spencer thank you everyone for your incredible messages of suppo and encouragement many of you asked what it was like in
,"RT @lanrosh1: RIP to everyone who has died in 2020, either from #COVID19 or any other circumstance. Please all of us that are still alive s…",AnnMarie014,Nigeria, rip to everyone who has died in either from covid or any other circumstance please all of us that are still alive s
,"RT @DrEricDing: Italy 🇮🇹 is bending the arc and rounding the corner hopefully. For 2nd consecutive day, new #COVID19 cases lower than day b…",pickerelliott,"Hinckley, Leics 01455 612613", italy is bending the arc and rounding the corner hopefully for nd consecutive day new covid cases lower than day b
,"RT @AmbulanceVic: Our paramedics and first responders are going clean shaven to keep you safe.

Doddsy’s beard is legendary around here but…",LeanneH56251190,"New South Wales, Australia", our paramedics and first responders are going clean shaven to keep you safe doddsy s beard is legendary around here but
,"Don't wait for an incident!

Ensure your health safety policies and procedures are not forgotten about whilst your… https://t.co/Cjq8mKG3Bt",cramsonline,Scarborough,don t wait for an incident ensure your health safety policies and procedures are not forgotten about whilst your
,RT @Van_Waterschoot: This is me last week a healthy 28 year old no prior medical issues in hospital fighting Corona Virus leading to Pneumo…,ojomuyiwa,"Abuja, Nigeria", waterschoot this is me last week a healthy year old no prior medical issues in hospital fighting corona virus leading to pneumo
,"RT @DC_Gurugram: Haryana gears up to deal with #Corona. The Chief Minister of Haryana, Shri. Manohar Lal Khattar made some major relief ann…",cstar793,"Gurgaon, India", gurugram haryana gears up to deal with corona the chief minister of haryana shri manohar lal khattar made some major relief ann
,"@IndianExpress Figures

2,60,000

Maybe that's the reason why projections so far, has been wrong.

#COVID19 https://t.co/15YzoYTc7i",AnonScan,Everywhere 🌐,figures maybe that s the reason why projections so far has been wrong covid
,RT @ANI: West Bengal: Police took stern action against lockdown violators in Cooch Behar. West Bengal government has imposed lockdown in th…,saurabhk3194,, west bengal police took stern action against lockdown violators in cooch behar west bengal government has imposed lockdown in th
,"Praying is like breathing, it should be essential to your life.
Do pray for all. #Corona #LockdownNow",Netfreak_hun,Twady Dil vich❤,praying is like breathing it should be essential to your life do pray for all corona lockdownnow
,"RT @victorliew: #COVID19 #Malaysia Urgent Please RT
Someone’s nephew just tested positive. He was on this flight. If u know anyone on this…",bunnykookie_00,, covid malaysia urgent please  someone s nephew just tested positive he was on this flight if u know anyone on this
,RT @Sana_Jamal: Pakistani students use Artificial Intelligence to speed up #COVID19 diagnosis amid the shortage of test kits as #PakistanFi…,iamfarooqhaider,, jamal pakistani students use aificial intelligence to speed up covid diagnosis amid the shoage of test kits as pakistanfi
,RT @haynesdeborah: BREAKING: UK @BorisJohnson orders everyone in UK to stay at home or face police action including fines amid #COVID19 cri…,MaggieMay2013,, breaking uk orders everyone in uk to stay at home or face police action including fines amid covid cri
,"RT @mvollmer1: The exponential effects of #SocialDistancing to slow the #coronavirus, it's in the data by @StatistaCharts 

MT @MikeQuindaz…",_twitwork,, the exponential effects of socialdistancing to slow the coronavirus it s in the data by mt
,"RT @GidMK: Since everyone's decided that they are an epidemiologist because of coronavirus, I thought I'd put together some basic advice to…",MzScarlette,Australia, since everyone s decided that they are an epidemiologist because of coronavirus i thought i d put together some basic advice to
,"RT @Alhamdhulillaah: In Turkey, people have been leaving food packets on the road for the poor and needy who cannot earn due to the #COVID1…",IsmailM08877065,, in turkey people have been leaving food packets on the road for the poor and needy who cannot earn due to the covid
,RT @whitenigerian: 99% of celebrities in Nigeria are not even using their pages to create awareness of this pandemic called #COVID19. Are y…,am_abdlmagid,ilorin, of celebrities in nigeria are not even using their pages to create awareness of this pandemic called covid are y
,"RT @Craig_A_Spencer: Thank you everyone for your incredible messages of support and encouragement.♥️

Many of you asked what it was like in…",Pegge,"Kasilof, Alaska", a spencer thank you everyone for your incredible messages of suppo and encouragement many of you asked what it was like in
,"RT @Craig_A_Spencer: Thank you everyone for your incredible messages of support and encouragement.♥️

Many of you asked what it was like in…",MicahDiashi,"Greenwich, London", a spencer thank you everyone for your incredible messages of suppo and encouragement many of you asked what it was like in
,"#PMModi will address the nation at 8 PM on Tuesday on the #CoronavirusOutbreak
https://t.co/vP2Ctb3mc4
#COVID19 #CornavirusPandemic",ET_Specials,"New Delhi, India",pmmodi will address the nation at pm on tuesday on the coronavirusoutbreak covid cornaviruspandemic
,"RT @mattbc: Friends and colleagues form the disability community filed suit, challenging Washington State's #COVID19 response plan of prefe…",padakitty,, friends and colleagues form the disability community filed suit challenging washington state s covid response plan of prefe
,RT @MalcolmNance: We are in severe danger here. Trump has lost his goddamn mind. He is ready to declare #COVID19 as a small “geographical”…,Betterw05759703,"Missouri, USA", we are in severe danger here trump has lost his goddamn mind he is ready to declare covid as a small geographical
,RT @MetropolisLab: Metropolis has been approved by the Govt to test &amp; collect samples for COVID-19. Swab test can happen ONLY if prescribed…,nadhiyamali,Mumbai, metropolis has been approved by the govt to test collect samples for covid swab test can happen only if prescribed
,"Dont' Spread Any Rumors &amp; Stay Safe At Home To Break The Chain Of #COVIDー19

We request to all people's to take a A… https://t.co/GO8DbNpEg0",NanbaSakthi,"Tamil Nadu, India",dont spread any rumors stay safe at home to break the chain of covid we request to all people s to take a a
,"In Manila, each household is given a quarantine pass. You can only go outside of your house if you have this pass t… https://t.co/XbpBO6e9py",IamSeitz,British Columbia,in manila each household is given a quarantine pass you can only go outside of your house if you have this pass t
,RT @BCFerries: #BCFerries crew continue to keep ferries &amp; terminals clean &amp; sanitized for the health &amp; safety of everyone. If you have the…,Bill_McCreery,Vancouver, bcferries crew continue to keep ferries terminals clean sanitized for the health safety of everyone if you have the
,"RT @DrDenaGrayson: ⚠️New #coronavirus cases continue to explode in the US, as a consequence of both increased #COVID19 testing and exponent…",helenmag,Pennsylvania, new coronavirus cases continue to explode in the us as a consequence of both increased covid testing and exponent
,"Interesting time the health sector they all abandoned because of corruption and selfish interest.
now they would be… https://t.co/naNCey8BU7",ThisIsAdeshina,Nigeria,interesting time the health sector they all abandoned because of corruption and selfish interest now they would be
,RT @FMFamilylawteam: Travel between parents’ homes IS permitted as one of the four lawful exceptions to leave your home. #covid19 ⁦@ResFami…,counselsclerk,London & Taunton, travel between parents homes is permitted as one of the four lawful exceptions to leave your home covid
,"According to reports,72-year-old Former Real Madrid president Fernando Martin Alvarez is in a serious condition in… https://t.co/juWgofMW6J",tanmoy_sports,,according to repos year old former real madrid president fernando main alvarez is in a serious condition in
,"RT @MicrobiomDigest: ""SARS-CoV-2 RNA was identified on a variety of surfaces in cabins of both symptomatic and asymptomatic infected passen…",aarondleong,Deutschland, sars cov rna was identified on a variety of surfaces in cabins of both symptomatic and asymptomatic infected passen
,RT @ANI: People in large numbers at a local market in North 24 Paragana's Panpur; West Bengal government has imposed lockdown in the state…,Atom_Alok,"Begusarai, India", people in large numbers at a local market in noh paragana s panpur west bengal government has imposed lockdown in the state
,"RT @PharmERToxGuy: Toxicologist here.

Chloroquine and hydroxychloroquine are not yet proven to treat or prevent #COVID19. They may have a…",UcFlyFire,Planet Earth, toxicologist here chloroquine and hydroxychloroquine are not yet proven to treat or prevent covid they may have a
,RT @yennikwok: Taiwan health officials said they alerted the WHO at the end of December about the risk of human-to-human transmission of th…,m_pinkmoon,𝗘𝗫𝗢-𝗟, taiwan health officials said they aleed the who at the end of december about the risk of human to human transmission of th
,"RT @Craig_A_Spencer: Thank you everyone for your incredible messages of support and encouragement.♥️

Many of you asked what it was like in…",thepjskittles,"Kirkland, WA", a spencer thank you everyone for your incredible messages of suppo and encouragement many of you asked what it was like in
,"RT @PIB_India: #ElectionCommission of #India @ECISVEEP defers #RajayaSabha poll in view of #Covid19 ; Fresh date to be announced later

Det…",PIBHyderabad,Hyderabad, india electioncommission of india defers rajayasabha poll in view of covid fresh date to be announced later det
,"RT @boxerachaudhary: Captain Swati Raval becomes first woman pilot to operate rescue flight. We feels proud @SwatiRaval8

#COVID19 #coronav…",BoxerBpanghal,"Bhiwani, India", captain swati raval becomes first woman pilot to operate rescue flight we feels proud covid coronav
,"RT @DrEricDing: CO-INFECTION: Why we shouldn’t only test for #COVID19 after if negative for other viruses: “Of 49 #SARSCoV2 positives, 11 (…",staywoketravel,"Los Angeles, CA", co infection why we shouldn t only test for covid after if negative for other viruses of sarscov positives
,RT @bradshaaaw: Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employ…,Nwabisakhari,"Florida Hills, Roodepoort", yesterday i knocked on my tennant s door and told him he can stay in the propey rent free for months he is self employ
,RT @ANI: Karnataka government has imposed lockdown in the entire state to control the spread of #COVID19; Visuals from Hubli https://t.co/x…,heyitsmecd95,, karnataka government has imposed lockdown in the entire state to control the spread of covid visuals from hubli
,U.S. claims that they are working on Vaccines for #COVID19 and also about approval of tests from… https://t.co/pGPEnmkpoo,SArnbz,"Kolkata, India",u s claims that they are working on vaccines for covid and also about approval of tests from
,"RT @JoBassoul: #COVID19 got you scared? Try living in the worst humanitarian crisis is the world for 5 years. @SaveChildrenYE spoke to 1,25…",YousraSem,Amman, covid got you scared try living in the worst humanitarian crisis is the world for years spoke to
,"RT @DumaFMRadio: As of this morning, March 24th, 104 COVID-19 tests have been conducted, 72 came back negative and 32 are  awaiting results…",ke_phele,"Gaborone,Botswana", as of this morning march th covid tests have been conducted came back negative and are awaiting results
,"RT @Craig_A_Spencer: Thank you everyone for your incredible messages of support and encouragement.♥️

Many of you asked what it was like in…",joemorf,SGV and points beyond., a spencer thank you everyone for your incredible messages of suppo and encouragement many of you asked what it was like in
,"RT @ANI: Mumbai:The Sit-in protest on Morland Road that was ongoing for over 50 days against CAA,NRC&amp;NPR has been temporarily called off in…",suryalisestoon,"Chennai, India", mumbai the sit in protest on morland road that was ongoing for over days against caa nrc npr has been temporarily called off in
,"RT @Njugunah01: Just when HANDSHAKES were becoming popular, They turned fatal
#Iwillstayathome #LockdownNow #COVIDIOTS #covid_19Ke #COVID19…",Njugunah01,"Kabete, Kenya", just when handshakes were becoming popular they turned fatal iwillstayathome lockdownnow covidiots covid ke covid
,"RT @VijayImmanuel6: Officially We Invited #Corona To Chennai And Gonna make it travel to various districts of Tamilnadu 🙏🙏

Irundha Nambikk…",naveenraj29k,"Salem,Tamilnadu, India", officially we invited corona to chennai and gonna make it travel to various districts of tamilnadu irundha nambikk
