,geo,tweet,user_handle,location,cleaned_tweets
1502,,"RT @msmarypryor: 19 people.
I know 19 people with COVID-19.
Mostly Black.
Mostly in metropolitan areas.
Most are in NY or Europe.
Take this…",Dos_Twinjas,Wakanda Forever, people i know people with covid mostly black mostly in metropolitan areas most are in ny or europe take this
1503,,"RT @evabrooke_26: I'm not saying I'm happy Sen. Paul got COVID-19, but I'm not saying I'm not. He perpetuated the idea that it was a hoax a…",Gigi64631860,, i m not saying i m happy sen paul got covid but i m not saying i m not he perpetuated the idea that it was a hoax a
1504,,"RT @elliswes: hey guys I’m having a tough time deciding who to believe. On one hand, the most prestigious doctors in the world are saying C…",bigflipp,"Austin, TX", hey guys i m having a tough time deciding who to believe on one hand the most prestigious doctors in the world are saying c
1505,,"RT @bashirgwakh: #Pakistan that would put FATA ppl under curfew for minimal reason, resist the idea of #lockdown to combat #coronavirus.

A…",zakihassan92,chakwal punjab pakistan, pakistan that would put fata ppl under curfew for minimal reason resist the idea of lockdown to combat coronavirus a
1506,,Feels like covid 19 is actually an act of terrorism #Nigerians #Africa #COVIDー19,Decruise_ysbm,Lagos,feels like covid is actually an act of terrorism nigerians africa covid
1507,,"RT @pinoykidsdoc: Today we lost 2 colleagues,
A young adult cardiology fellow &amp; a medical oncologist due to COVID-19 .

We pause to pray fo…",peadey,I just want to be where u are!, today we lost colleagues a young adult cardiology fellow a medical oncologist due to covid we pause to pray fo
1508,,"RT @CMShehbaz: On the basis of my meetings with public health experts, party leaders &amp; public feedback I am of the considered opinion that…",Dr_S_I_Khan,Pakistan, on the basis of my meetings with public health expes pay leaders public feedback i am of the considered opinion that
1509,,"RT @Chellaney: Taiwan, which instituted COVID-19 preventive measures before any country, said it alerted WHO on Dec. 31 to human-to-human t…",satendralive8,"Uttar Pradesh, India", taiwan which instituted covid preventive measures before any country said it aleed who on dec to human to human t
1510,,RT @scdhec: DHEC is investigating 22 additional cases of the COVID-19 novel coronavirus. This brings the total number statewide to 195 case…,tweeeetybyrd71,"South Carolina, USA", dhec is investigating additional cases of the covid novel coronavirus this brings the total number statewide to case
1511,,"RT @NyleDiMarco: I’ve been really sick and I am now on the mend.

It is very possible I contracted coronavirus and I have access to get tes…",skinnyerection,, i ve been really sick and i am now on the mend it is very possible i contracted coronavirus and i have access to get tes
1512,,RT @voxdotcom: How 8 different countries are taking on coronavirus. https://t.co/VVqJpxzJye,luisvguevara,, how different countries are taking on coronavirus
1513,,"RT @SloopJontyB: During my time in the Submarine Service, I - along with many others - endured many weeks and months cooped up in a steel t…",LindseyTrevitt,, during my time in the submarine service i along with many others endured many weeks and months cooped up in a steel t
1514,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,NickLaparra,"Nashville, TN", cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
1515,,"RT @MayorOfLA: In tough times, I know many Angelenos want to do what we always do — find peace &amp; comfort in the natural beauty of our city.…",AdrienneFord,Los Angeles / Houston / Razorback Country, in tough times i know many angelenos want to do what we always do find peace comfo in the natural beauty of our city
1516,,"RT @MarcACaputo: Florida pol (Okeechobee Co. Commish Bryant Culpepper) said blowing a hairdryer up your nose can help fight coronavirus

He…",jensimeo,"Nevada, USA", florida pol okeechobee co commish bryant culpepper said blowing a hairdryer up your nose can help fight coronavirus he
1517,,@beelovestea90 @contactliamshaw @DrRanj @DrAmirKhanGP @DrZoeWilliams If you are living with someone advised to stay… https://t.co/l921KJIPDR,DrSarahJarvis,UK,if you are living with someone advised to stay
1518,,RT @vaitor: Korea finished developing the 10 minute Covid-19 diagnostic kit and is now ramping up production. They plan to export 300.000 t…,Tribiln2,, korea finished developing the minute covid diagnostic kit and is now ramping up production they plan to expo t
1519,,It is with heavy heart that we are temporarily closing registration for all events. (Please note that this does not… https://t.co/snqsiseUBu,SocialRunningFW,"Fort Worth, Texas",it is with heavy hea that we are temporarily closing registration for all events please note that this does not
1520,,To #FlattenTheCurve workers need H.E.L.P.: Health Emergency Labour Protections. Sign the petition to your provincia… https://t.co/XB5IcJRujY,Fifth_Business,Toronto | Guelph,to flattenthecurve workers need h e l p health emergency labour protections sign the petition to your provincia
1521,,RT @AskAnshul: A man who is suspected of Covid-19 virus after returning from London said that many students took paracetamol before landing…,AnitaLohani1,Lucknow, a man who is suspected of covid virus after returning from london said that many students took paracetamol before landing
1522,,RT @Jess_Bartholow: Are you in CA &amp; worried about affording cell coverage during #COVID Crisis? You can apply for Lifeline services online…,JenAFlory,, baholow are you in ca worried about affording cell coverage during covid crisis you can apply for lifeline services online
1523,,"RT @AFP: The Palestinian Authority on Sunday imposed a two-week ban on all non-essential movements to curb the spread of COVID-19, as the n…",nikolamm,, the palestinian authority on sunday imposed a two week ban on all non essential movements to curb the spread of covid as the n
1524,,I'm A Doctor. The U.S. Response To Coronavirus Has Been Nothing Short Of Criminal. #SmartNews  https://t.co/LfH5N0Lrbu,1DebbieMcCall,Blue Island in the Red Sea,i m a doctor the u s response to coronavirus has been nothing sho of criminal smanews
1525,,RT @DrJenGunter: That politicians and celebrities are getting tested for COVID-19 with apparent ease should be making everyone furious. Jus…,poweredbymonkey,, that politicians and celebrities are getting tested for covid with apparent ease should be making everyone furious jus
1526,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",jorie_graham,, during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
1527,,"RT @HumanProgress: Here are some of history's deadliest pandemics, from the Antonine Plague to COVID-19.
Learn more: https://t.co/tTyt9jdW2…",nachabal,, here are some of history s deadliest pandemics from the antonine plague to covid learn more
1528,,RT @bwayshea: COVID-19 has successfully stopped the beat,MissScotthoe,Ive had it , covid has successfully stopped the beat
1529,,"RT @SloopJontyB: During my time in the Submarine Service, I - along with many others - endured many weeks and months cooped up in a steel t…",kleingypsyeyes,"London, England", during my time in the submarine service i along with many others endured many weeks and months cooped up in a steel t
1530,,RT @SaddickAdams: Students of Obuasi Sec Tech developed this touch free bucket to help fight Covid-19. Little steps like this 🙏🙏 https://t.…,Uncle_Drew94,Madina Zongo, students of obuasi sec tech developed this touch free bucket to help fight covid little steps like this
1531,,@Firehorsegirly @nytimes People in this country with covid-19 symptoms turned away for testing at major hospitals b… https://t.co/AjZPSJEe0r,ThomasS11376956,,people in this country with covid symptoms turned away for testing at major hospitals b
1532,,@drg1985 @backerman150 @PeterHotez @gorskon Does anyone know the sensitivity and specificity of the covid-19 tests?… https://t.co/kauWAnhX4L,jbenyacar,,does anyone know the sensitivity and specificity of the covid tests
1533,,"RT @wsly_dzr: Me waking up every morning with no covid-19 symptoms
 https://t.co/MOss5RdXof",Gawgeousmeh,"Meridian,Ms", dzr me waking up every morning with no covid symptoms
1534,,Here's How YOU Can Help Find a Cure for COVID-19! https://t.co/MM1ybbgBng via @YouTube,checho_dallas,"Dallas TX, n all over the US!",here s how you can help find a cure for covid via
1535,,RT @iamlindoh: There's only one man who can save us from #CoronaVirus #Covid_19 #COVID19 https://t.co/L8Hmm2qZtB,iamlindoh,"Richards Bay, KwaZulu-Natal", there s only one man who can save us from coronavirus covid covid
1536,,"RT @t3rr3z: After COVID-19 is over, I better NEVER hear anyone trash ""low end"" workers again. Those people at the grocery store, the Dollar…",ohfuckery,The 7th Level of Hell, after covid is over i better never hear anyone trash low end workers again those people at the grocery store the dollar
1537,,"RT @fayedsouza: Excellent announcements. 
Govt working with private health care. 
Dedicating a 1700 bed hospital to Covid-19 treatment. Inc…",Ankhi_Pal09,Bangalore, excellent announcements govt working with private health care dedicating a bed hospital to covid treatment inc
1538,,RT @ligaptdadepre: Dybala com Covid-19 https://t.co/W7iNKIdKFj,luisvegeta01,, dybala com covid
1539,,"RT @HCuccinello: Billionaire/COVID-19 tracker updates:
-After getting pilloried for asking staff to take unpaid leave, Richard Branson says…",PeakyStudios,South Africa, billionaire covid tracker updates after getting pilloried for asking staff to take unpaid leave richard branson says
1540,,"RT @EvaUnbeatable: Coronavirus: My girl has a brain tumour - now COVID-19 is stopping us fundraise for US clinical trial
https://t.co/PpgkA…",govan31,Ayrshire, coronavirus my girl has a brain tumour now covid is stopping us fundraise for us clinical trial
1541,,"RT @skisidjames: China must not be allowed to 'rewrite history' on COVID-19. This pandemic originated in China, was entirely preventable an…",staralgol,, china must not be allowed to rewrite history on covid this pandemic originated in china was entirely preventable an
1542,,RT @EconomicTimes: Covid#19: Government issues guidelines for testing and pricing for private labs | Coronavirus test should not cost more…,Domamarak,"London, England", covid government issues guidelines for testing and pricing for private labs coronavirus test should not cost more
1543,,"RT @WillGreenwood: Many of you have been so kindly asking me about my Aunty Jean.

I had mentioned in a newspaper and on my podcast that sh…",miffy81,, many of you have been so kindly asking me about my aunty jean i had mentioned in a newspaper and on my podcast that sh
1544,,RT @KENS5: SO SWEET! These Texas teachers formed a parade route to say hello to their students who won't be able to return to school for a…,elsupertrone,your closet, so sweet these texas teachers formed a parade route to say hello to their students who won t be able to return to school for a
1545,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",patpol31,"Lowell, MA", during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
1546,,RT @TEDxLahore: Please read and share this insightful article on #Covid_19 written by our speaker and rheumatologist @usmantm He talks abou…,iftikherh,"lahore,pakistan", please read and share this insightful aicle on covid written by our speaker and rheumatologist he talks abou
1547,,"RT @t3rr3z: After COVID-19 is over, I better NEVER hear anyone trash ""low end"" workers again. Those people at the grocery store, the Dollar…",DezDanielle_12,, after covid is over i better never hear anyone trash low end workers again those people at the grocery store the dollar
1548,,RT @SFAssociation: SFA delivered an urgent request to the Fed and Treasury requesting immediate funding assistance to provide liquidity to…,parbear87,"District of Columbia, USA", sfa delivered an urgent request to the fed and treasury requesting immediate funding assistance to provide liquidity to
1549,,RT @PamelaGeller: European doctor: Fear of being called racist contributing factor to spread of coronavirus in Italy: The left is killing u…,BakerSonPeekay,, european doctor fear of being called racist contributing factor to spread of coronavirus in italy the left is killing u
1550,,Now if this don’t make a bih sit THE fawk down ... I do not know what will.     #corona #virus #nursememes bbhoneyb… https://t.co/oM1wKgEQ2H,IAmTammala,USA,now if this don t make a bih sit the fawk down i do not know what will corona virus nursememes bbhoneyb
1551,,Fighting  COVID-19.https://t.co/2bFTev7BtS,taymilstead,,fighting covid
1552,,RT @GasPriceWizard: While we’re at it - the Provincial government in places like Ontario should consider temporarily suspending or altogeth…,brad_ulel,, while we re at it the provincial government in places like ontario should consider temporarily suspending or altogeth
1553,,RT @Owen_1906: BREAKING NEWS: Covid-19 immediately leaves England after seeing this terrifying flag,saifptl,☁9, breaking news covid immediately leaves england after seeing this terrifying flag
1554,,RT @DrJenGunter: That politicians and celebrities are getting tested for COVID-19 with apparent ease should be making everyone furious. Jus…,LynneIhrig,United States, that politicians and celebrities are getting tested for covid with apparent ease should be making everyone furious jus
1555,,Look at Italy. which is why we need to take coming 2-3 week's very very siriously #India Go #corona Go... https://t.co/DCYeboDzvt,DivyeshVachheta,"karnavati, Gujarat, bharat.",look at italy which is why we need to take coming week s very very siriously india go corona go
1556,,"RT @smritiirani: In gratitude towards all health &amp; frontline workers, security personnel, sanitation workers &amp; everyone in the line of duty…",Mantharalaya,, in gratitude towards all health frontline workers security personnel sanitation workers everyone in the line of duty
1557,,This is a thread about my experience with COVID-19. I will address my symptoms and what I had to go through to even… https://t.co/6k8J8DaPeB,GeeksGetMoney,,this is a thread about my experience with covid i will address my symptoms and what i had to go through to even
1558,,"RT @briantylercohen: Cuban doctors get a standing ovation as they arrive at an airport in Italy to help fight COVID-19.
https://t.co/Qa7ulh…",jlheaden,, cuban doctors get a standing ovation as they arrive at an airpo in italy to help fight covid
1559,,RT @DecrimNY: COVID-19 is continuing to spread in NYC jails. People who are currently incarcerated need us to amplify their demands for tes…,Wildlyunlikely,USA, covid is continuing to spread in nyc jails people who are currently incarcerated need us to amplify their demands for tes
1560,,"RT @diwakarvaish: Working 24x7 to produce atleast 20,000 ventilators in next 30 days. 

#covid #CoronaUpdatesInIndia #JanataCurfew #madeini…",himanshujdr,"Jodhpur, India", working x to produce atleast ventilators in next days covid coronaupdatesinindia janatacurfew madeini
1561,,"RT @mitchellvii: It makes no sense that Italy's mortality rate is twice China's.  Clearly, Italy is counting deaths from other cormobiditie…",MILTONESPINOZAF,"World Patriot, Costa Rica ", it makes no sense that italy s moality rate is twice china s clearly italy is counting deaths from other cormobiditie
1562,,"RT @theworldindex: Coronavirus (COVID-19) deaths worldwide:

🇮🇹ITA: 5,476
🇨🇳CHN: 3,261
🇪🇸ESP: 1,756
🇮🇷IRI: 1,685
🇫🇷FRA: 674
🇺🇸USA: 412
🇬🇧GB…",Yathish5181,"Hyderabad, India", coronavirus covid deaths worldwide ita chn esp iri fra usa gb
1563,,RT @IntProtocol: This is how Saudi Arabia proved its view of human rights through the #Covid_19 crisis https://t.co/Kd08MBJzIm,506asdf,, this is how saudi arabia proved its view of human rights through the covid crisis
1564,,"RT @TeamCavuto: .@SenJohnKennedy to guest host @cvpayne: Our economy is going to take a short-term hit from the COVID-19 outbreak, but I do…",V_Managarova,Киев, to guest host our economy is going to take a sho term hit from the covid outbreak but i do
1565,,Video: The impact of COVID-19 on business and employees https://t.co/1i5YhfKikc #LesTwarog,lestwarog,"Vancouver, BC",video the impact of covid on business and employees lestwarog
1566,,"RT @JaneTea4: Life In The Time Of COVID-19 #7

 Laugh Out Loud and Share.",Tuberoose,"Minnesota, USA", life in the time of covid laugh out loud and share
1567,,"absolutely, we will all sleep better when we know if we are carrying covid-19 or not https://t.co/mJTF8DYJxs",kparker912,,absolutely we will all sleep better when we know if we are carrying covid or not
1568,,Sign up to important longitudinal survey part of UCL Behavioural Science &amp; Health Institute research project on psy… https://t.co/nojpMhkPbH,geoffcrossick,,sign up to impoant longitudinal survey pa of ucl behavioural science health institute research project on psy
1569,,"RT @Sifill_LDF: Two days before Commissioner @OmariJHardy’s passionate statement against utility shut-offs in Lake Worth Beach, @NAACP_LDF…",icecoldjd1906,Southern California , ldf two days before commissioner s passionate statement against utility shut offs in lake woh beach ldf
1570,,RT @_danalvarenga: Having access to COVID-19 tests is like a status symbol now,AbbyMcT,, danalvarenga having access to covid tests is like a status symbol now
1571,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",askarsismygod,, during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
1572,,"RT @heelkuda: A$AP Rocky: I praise the Lord, then beak the law

Christians during COVID-19 social distancing: https://t.co/jGBlPDpj2f",TheUltimate_ZA,Johannesburg, a ap rocky i praise the lord then beak the law christians during covid social distancing
1573,,"RT @hadizel: Dear Muslims, Christians and Followers of Traditional Religion,

Unfortunately, COVID-19 is here.
Follow the advice of the pub…",kayhark,Ubiquitous, dear muslims christians and followers of traditional religion unfounately covid is here follow the advice of the pub
1574,,"RT @cspan: .@senatorromney: ""Very, very unhappy to hear that Rand Paul has been diagnosed with COVID-19. Wish him the very best. He's compr…",livelifezenful,Canada , very very unhappy to hear that rand paul has been diagnosed with covid wish him the very best he s compr
1575,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,binface,Greasby, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
1576,,"RT @AhmadJawadBTH: I, as CEO Beyond The Horizon &amp; CEO Bhaati Gate Restaurant am closing down business activities from tomorrow&amp;will do work…",Zabih981,"Pakistan, Islamabad", i as ceo beyond the horizon ceo bhaati gate restaurant am closing down business activities from tomorrow will do work
1577,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",TYprettty,everywhere, sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
1578,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",bisray2,United States, sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
1579,,"RT @BusyDrT: 62% Of Americans Believe Media Has Exaggerated Covid-19 Risk, New Poll Shows https://t.co/LeuTQzasm3",anaphylaxisfact,, of americans believe media has exaggerated covid risk new poll shows
1580,,RT @SaddickAdams: Students of Obuasi Sec Tech developed this touch free bucket to help fight Covid-19. Little steps like this 🙏🙏 https://t.…,rafiusuares7,"Greater Accra, Ghana", students of obuasi sec tech developed this touch free bucket to help fight covid little steps like this
1581,,Hi! Please SIGN+SHARE petition by #MoveOn + #PoorPeoplesCampaign: #Poverty Amidst #Pandemic: A Moral Response to CO… https://t.co/BpQuR4KMLt,MNPPCampaign,"Minneapolis, MN",hi please sign share petition by moveon poorpeoplescampaign povey amidst pandemic a moral response to co
1582,,"RT @NWSentinel2: If you don’t think the Murdoch’s &amp; Fox News weren’t complicit in this whole COVID-19 debacle, think again. Fox deliberatel…",CeceliaTruglio,Pennsylvania, if you don t think the murdoch s fox news weren t complicit in this whole covid debacle think again fox deliberatel
1583,,RT @nailainayat: Gilgit-Baltistan doctor Usama who tested positive for Covid-19 and was on the ventilator for two days passes away. He was…,DheerajGautam18,Gurgaon, gilgit baltistan doctor usama who tested positive for covid and was on the ventilator for two days passes away he was
1584,,"RT @lvchynnc: after this whole covid-19 crisis and shit, i deserve a tight hug from my bebe",imamdlf,, after this whole covid crisis and shit i deserve a tight hug from my bebe
1585,,"RT @nycsouthpaw: The first Senator with a confirmed case of COVID-19 is Rand Paul, who delayed legislative response to the disease.",LetsGo_Ugo,ATLANTA, the first senator with a confirmed case of covid is rand paul who delayed legislative response to the disease
1586,,"RT @ashtonpittman: Tupelo Mayor Jason Shelton: ""From the beginning of this crisis...I have been waiting on the governor of Mississippi to l…",JustMoi32,"Southern California, USA", tupelo mayor jason shelton from the beginning of this crisis i have been waiting on the governor of mississippi to l
1587,,@VenusMysh @thecsp @tolanAHP @MSKReform @WeAHPs Emergency Session 1 - COVID-19 - Do's and Don'ts for MSK Therapists… https://t.co/dOoPnrZSD8,TPMPodcast,United Kingdom,emergency session covid do s and don ts for msk therapists
1588,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",OralXpert,"United States, A DEMOCRACY", during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
1589,,RT @Mad_Morris: Brendan Murphy &amp; @ScottMorrisonMP place responsibility for these harsh measures on people who haven’t followed distancing a…,Pnutzs76,Sydney, morris brendan murphy place responsibility for these harsh measures on people who haven t followed distancing a
1590,,RT @mayakauf: NEW: @NYCMayor says 23 detainees are being released from city jails today. Another 200 are under review for potential release…,DonnerKay,Jackson + NYC, new says detainees are being released from city jails today another are under review for potential release
1591,,RT @PrideKnightsHQ: Our hearts go out to our fellow Pride Knights and all other members of the LGBTQ+ community living with homophobic fami…,_chandant,0121 (and oxford🥴), our heas go out to our fellow pride knights and all other members of the lgbtq community living with homophobic fami
1592,,"RT @John_Hudson: The first American ambassador confirmed to have COVID-19 is Andrew Young, our man in Burkina Faso",wagstl,"Missouri, USA", hudson the first american ambassador confirmed to have covid is andrew young our man in burkina faso
1593,,@piersmorgan Can someone ask Boris why people are being put into self isolation and yet we are still letting people… https://t.co/cTpp0G4aF4,EBlairx,"North West, England",can someone ask boris why people are being put into self isolation and yet we are still letting people
1594,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",annetteakuma,Italia, sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
1595,,"RT @ABecenti: COVID-19 cases has reached a total of 26 on Navajo Nation. 

This includes 18 cases from the Kayenta Service Unit, four from…",netripy,The Internet, covid cases has reached a total of on navajo nation this includes cases from the kayenta service unit four from
1596,,RT @jeffschweers: University of Florida has 11 cases of Covid19. ⁦@UF⁩ #coronavirus https://t.co/VjMMNzjbla,DavidsonLVRJ,"Las Vegas, NV", university of florida has cases of covid coronavirus
1597,,"Ohio announces ""stay at home"" order due to Covid-19 concerns https://t.co/dPKDhzPX2a",knittingknots,Lost in the Minnesota North Woods,ohio announces stay at home order due to covid concerns
1598,,"RT @khaleejtimes: #StayHomeUAE: For yourself, for your loved ones, for the nation. 

If you are #stayinghome, tell us how is it going. 

Po…",AhmedZubina,Dubai, stayhomeuae for yourself for your loved ones for the nation if you are stayinghome tell us how is it going po
1599,,RT @MurielPate1: Updated HSE information about your medicines during COVID-19 on @HSELive. Includes advice for people who take immunosuppre…,RyanInstitute,"Galway, Ireland", updated hse information about your medicines during covid on includes advice for people who take immunosuppre
1600,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",annita_103,Kenya, i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
1601,,RT @TosinOlugbenga: Bishop Oyedepo and other Pastors holding services in state where gathering of more than 50 people have banned needs to…,giovani_boboski,Anywhere the Sea takes me ⚓, bishop oyedepo and other pastors holding services in state where gathering of more than people have banned needs to
1602,,PPP has gained all my respect. Their efforts against COVID-19 are truly remarkable. @MuradAliShahPPP is undoubtedly… https://t.co/bhNOEsKf8R,Abdullah16971,,ppp has gained all my respect their effos against covid are truly remarkable is undoubtedly
1603,,"RT @kurteichenwald: Why Americans will cause one of the  worst COVID-19 outbreaks.

A. A vast majority are self-centered and ignorant, beli…",Vinny10and00,PA, why americans will cause one of the worst covid outbreaks a a vast majority are self centered and ignorant beli
1604,,"RT @BenSpielberg: Bernie Sanders is running daily COVID-19 discussions, leading the fight for public health &amp; stimulus measures that focus…",mackzimuss,they/them, bernie sanders is running daily covid discussions leading the fight for public health stimulus measures that focus
1605,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",BeautifulBlend_,Somewhere mindin' mines., sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
1606,,"RT @SaraGideon: Here in Maine, Democrats and Republicans came together quickly to help workers and small businesses stay afloat amid the CO…",mulldreyer,"Waterville, ME", here in maine democrats and republicans came together quickly to help workers and small businesses stay afloat amid the co
1607,,"RT @Lizerenity: Hey everyone. Amee Vanderpool (@girlsreallyrule) is really sick, most likely COVID-19. Normally, she would be doing her htt…",Snoopydoc1,, hey everyone amee vanderpool is really sick most likely covid normally she would be doing her htt
1608,,"RT @COVID19_bot: Latest COVID-19 data for Brazil: 1,209 cases, of those 31 today; 18 deaths, of those 0 today.

A 1.49% fatality rate.",joooootape,"Belo Horizonte, Brazil", bot latest covid data for brazil cases of those today deaths of those today a fatality rate
1609,,"RT @luckychan: Okay, everyone. This is currently a hot topic right now (and I do mean HOT as people are getting angry about this), but ther…",xamanthanyza,, okay everyone this is currently a hot topic right now and i do mean hot as people are getting angry about this but ther
1610,,RT @OHdeptofhealth: Remember- social distancing can be hard on mental health. There are ways to stay connected emotionally while staying ap…,Itzamystery2me,, remember social distancing can be hard on mental health there are ways to stay connected emotionally while staying ap
1611,,RT @realTuckFrumper: GOP Never Trumper: His ‘True Believers’ Will Pay The Most For COVID-19 Lies https://t.co/R6deRE6iXi,Al29115728,"Scotland, United Kingdom", gop never trumper his true believers will pay the most for covid lies
1612,,RT @IngrahamAngle: Mylan Ramps Up U.S. Manufacturing of Hydroxychloroquine Sulfate Tablets to Meet Potential COVID-19 Patient Needs https:/…,sbwarmington,"Texas, USA", mylan ramps up u s manufacturing of hydroxychloroquine sulfate tablets to meet potential covid patient needs https
1613,,RT @joelwatts: We live in an awesome community in #KawarthaLakes Free supplies and groceries on William St North near Pottinger. #Covid_19…,dennis_geelen,"Lindsay, Ontario", we live in an awesome community in kawahalakes free supplies and groceries on william st noh near pottinger covid
1614,,"RT @marykcunningham: Homeless with COVID-19 are twice as likely to be hospitalized, two to four times as likely to need critical care, and…",CNstover,United States, homeless with covid are twice as likely to be hospitalized two to four times as likely to need critical care and
1615,,"Lawsuits are already being filed over the losses, damages, and personal injury claims arising out of the COVID-19 v… https://t.co/WdoEv1kJpu",pusha_esq,,lawsuits are already being filed over the losses damages and personal injury claims arising out of the covid v
1616,,"RT @TimRunsHisMouth: ""Incredibly high doses of a drug that could potentially treat COVID-19 CAN KILL YOU!"" is an irresponsible story being…",icQpeople1,"South Carolina, USA", incredibly high doses of a drug that could potentially treat covid can kill you is an irresponsible story being
1617,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,Pvital40,, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
1618,,"RT @sanabucha: For once, can PM IK stop taking #COVID as a high-school ego contest. This is a pandemic and if #CMSindh is acting for the go…",arfanaliawan1,Fᴀɪꜱᴀʟᴀʙᴀᴅ✶𝐏𝐀𝐊𝐈𝐒𝐓𝐀𝐍🇵, for once can pm ik stop taking covid as a high school ego contest this is a pandemic and if cmsindh is acting for the go
1619,,"RT @UNNTV1: The world must wake up to China’s sick culture.
This man is trying to cook a live dog.
You know Chinese culture is a disaster t…",thaconchan,"Lake Wylie, SC", the world must wake up to china s sick culture this man is trying to cook a live dog you know chinese culture is a disaster t
1620,,"RT @msaagmd: New story in @washingtonpost highlighting what it's like to have COVID-19.  The symptoms linger, and recur, and recur...Never…",Rangerjoe63Dot,, new story in highlighting what it s like to have covid the symptoms linger and recur and recur never
1621,,"In a Big Fight against #Coronavirus Big round of applause for these soliders 👏👏👏👏
Great work by @DelhiAirport… https://t.co/mwZRkJBXPL",sameerdixit16,Delhi,in a big fight against coronavirus big round of applause for these soliders great work by
1622,,RT @NPR: Sen. Rand Paul is the first senator to test positive for COVID-19. He's also one of eight Republican senators who voted against a…,TatoTot,, sen rand paul is the first senator to test positive for covid he s also one of eight republican senators who voted against a
1623,,"RT @BendyBen999: Attended a patient at home. Strong COVID -19 symptoms. Full assessment. Left her at home. Lengthy advice re isolation, the…",KevdatPMF,, attended a patient at home strong covid symptoms full assessment left her at home lengthy advice re isolation the
1624,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,MarcyJosie,"San Francisco, CA", cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
1625,,"RT @nalucoolgroup: Obey health officials and sanitize against the COVID-19: Coronavirus.

#COVIDIOT

https://t.co/K5HAwfgxgv",TimoX21,Sheffield, obey health officials and sanitize against the covid coronavirus covidiot
1626,,RT @DrJenGunter: That politicians and celebrities are getting tested for COVID-19 with apparent ease should be making everyone furious. Jus…,casacaudill,"Newburyport, MA", that politicians and celebrities are getting tested for covid with apparent ease should be making everyone furious jus
1627,,@AmerMalik3 This is TREASON. #ImranKhan and  #Iranian cronies are directly answerable for this. Someone has to act… https://t.co/FUkLzzLjit,farjad99,Arabian Gulf,this is treason imrankhan and iranian cronies are directly answerable for this someone has to act
1628,,RT @nuicemedia: Preparation to convert Asian Games' Athlete's Village into a makeshift COVID-19 hospital is underway. Govt says it will be…,rizkadew,Indonesia, preparation to conve asian games athlete s village into a makeshift covid hospital is underway govt says it will be
1629,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",MikeHintonRTX,"Baton Rouge, LA", during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
1630,,"RT @GavinWilliamson: You should only send your child to school on Monday if you have to, because your work is critical to our COVID-19 resp…",StThomasCofE,"North West, England", you should only send your child to school on monday if you have to because your work is critical to our covid resp
